report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	off_road_description	related_non_motorist	collision_type	weather	light	traffic_control	driver_substance_abuse	non_motorist_substance_abuse	person_id	pedestrian_type	pedestrian_movement	pedestrian_actions	pedestrian_location	pedestrian_obeyed_traffic_signal	pedestrian_visibility	at_fault	injury_severity	safety_equipment	route_type	surface_condition
MCP3268002G	220049512	Montgomery County Police	Injury Crash	2022-11-09T14:43:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	UNKNOWN	196DB531-7473-4378-BCEC-4DE9C6D375C9	PEDESTRIAN	Cross/Enter not at Intersection	DART DASH	SIDEWALK	OTHER	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP2214000Z	220049326	Montgomery County Police	Injury Crash	2022-11-08T15:14:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	1FD68AA6-DCDB-4F1C-B3C4-58597FF2F6F1	PEDESTRIAN	Cross/Enter not at Intersection	DART DASH	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
MCP1227001R	220049219	Montgomery County Police	Fatal Crash	2022-11-08T07:20:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	ALCOHOL CONTRIBUTED	NONE DETECTED	0AF800EF-B4D8-403D-8FE1-2BEB5EFEA413	PEDESTRIAN	Walking to/from school	OTHER	OTHER	NO PED. SIGNAL	MIXED CLOTHING	UNKNOWN	FATAL INJURY	NONE	Municipality	DRY
MCP1227001R	220049219	Montgomery County Police	Fatal Crash	2022-11-08T07:20:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	ALCOHOL CONTRIBUTED	NONE DETECTED	E65D7BCC-4D46-4BDA-B433-55FCD59AD8D0	PEDESTRIAN	Walking to/from school	OTHER	OTHER	NO PED. SIGNAL	MIXED CLOTHING	UNKNOWN	FATAL INJURY	NONE	Municipality	DRY
MCP3337000V	220049173	Montgomery County Police	Injury Crash	2022-11-07T18:13:00.000	UNKNOWN	OTHER CONVEYANCE	HEAD ON LEFT TURN	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	NONE DETECTED	0F6C46AA-9E0E-4CFB-ACDD-507E0C6DB9E7	OTHER CONVEYANCE	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP2298011W	220049143	Montgomery County Police	Injury Crash	2022-11-07T16:04:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DUSK	NO CONTROLS	NONE DETECTED	UNKNOWN	0728D8F7-11F9-4BB4-B809-D2C65A03DF7B	PEDESTRIAN	OTHER	OTHER	OTHER	OTHER	MIXED CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP9419003X	220049126	Montgomery County Police	Injury Crash	2022-11-07T14:36:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	C26F947A-D243-45DC-9536-5F5267044ED4	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP22780040	220048945	Montgomery County Police	Injury Crash	2022-11-06T10:59:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	926E5792-E187-49CA-9766-C32313A345A5	PEDESTRIAN	Cross/Enter not at Intersection	DART DASH	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	Yes	POSSIBLE INJURY	NONE	County	DRY
MCP3212003W	220048827	Montgomery County Police	Injury Crash	2022-11-05T15:51:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	D59FB553-4A34-4F8B-A317-F7D1A51C5B78	PEDESTRIAN	Cross/Enter at Intersection	FAILURE TO YIELD RIGHT OF WAY	AT INTERSECTION MARKED CROSSWALK	DISOBEYED PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP31650046	220048786	Montgomery County Police	Property Damage Crash	2022-11-05T10:00:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	E3114F65-9718-4ED7-BED6-3018E17BD6A5	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	SHOULDER	OTHER	LIGHT CLOTHING	No	NO APPARENT INJURY	NONE	Maryland (State)	DRY
MCP3339000V	220049986	Montgomery County Police	Injury Crash	2022-11-04T13:40:00.000	2119 UNIVERSITY BOULEVARD WEST, SILVER SPRING, MD 20904	PEDESTRIAN	OTHER	OTHER	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	972E9C99-DC0A-448C-8C44-A5A6655E77D7	PEDESTRIAN	Standing	ENTERING EXITING PARKED STANDING VEHICLE	OTHER	OTHER	OTHER	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP27760043	220048469	Montgomery County Police	Injury Crash	2022-11-03T17:00:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	A40CDCAC-E12F-4CB6-BF42-0C67FF823C9C	PEDESTRIAN	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	OTHER	No	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
DD5652001N	220048412	Rockville Police Departme	Injury Crash	2022-11-03T13:09:00.000	625 HUNGERFORD DR	PEDESTRIAN	SAME DIR REAR END	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	8AED5528-70E0-424A-8F19-B76AFDF93EE0	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	OTHER	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP3031004K	220047872	Montgomery County Police	Injury Crash	2022-10-31T18:00:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	RAINING	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	0617CD6B-F434-4059-99E9-65BC8B70EC09	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	WET
DD559500C4	220047526	Rockville Police Departme	Injury Crash	2022-10-29T12:42:00.000	EXIT TO THE BUSINESS LOCATED AT 1801 ROCKVILLE PIKE	PEDESTRIAN	OTHER	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	5DAD5893-2DDD-4EAC-B74B-267A7B592985	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	NO PED. SIGNAL	LIGHT CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
DD5646002F	220047443	Rockville Police Departme	Fatal Crash	2022-10-28T20:59:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	NONE DETECTED	F41CB861-1540-46CA-BEDD-809867250E61	PEDESTRIAN	Cross/Enter not at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	UNKNOWN	FATAL INJURY	NONE	Maryland (State)	DRY
MCP3123004R	220047391	Montgomery County Police	Injury Crash	2022-10-28T14:38:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	9B8ED540-E262-4ED0-8BB9-354EBF92D161	PEDESTRIAN	Cross/Enter not at Intersection	DART DASH	OUTSIDE RIGHT OF WAY	NO PED. SIGNAL	OTHER	Yes	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP235300B4	220047332	Montgomery County Police	Property Damage Crash	2022-10-28T09:27:00.000	UNKNOWN	OTHER	SINGLE VEHICLE	CLOUDY	DAYLIGHT	PERSON	NONE DETECTED	NONE DETECTED	FC89666D-1293-42A0-9D36-600F9CCA6B9A	OTHER	OTHER	IN ROADWAY IMPROPERLY	OTHER	OTHER	REFLECTIVE MATERIAL	No	NO APPARENT INJURY	REFLECTIVE CLOTHING	County	DRY
DD5603009K	220047251	Rockville Police Departme	Property Damage Crash	2022-10-27T17:15:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	ED076366-CB68-4CC7-B2CB-C1596C7868A6	BICYCLIST	Cross/Enter at Intersection	INATTENTIVE	ON ROADWAY NOT AT CROSSWALK	OTHER	OTHER	Yes	NO APPARENT INJURY	NONE	Municipality	DRY
MCP3123004P	220047172	Montgomery County Police	Injury Crash	2022-10-27T13:08:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	18088416-FA4F-4A3F-81E9-E190D9761690	PEDESTRIAN	Cross/Enter not at Intersection	DART DASH	OUTSIDE RIGHT OF WAY	NO PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
DD561500D8	220047000	Rockville Police Departme	Property Damage Crash	2022-10-26T13:45:00.000	PARKING LOT OF 155 ROLLINS AVE, ROCKVILLE, MARYLAND.	OTHER	SINGLE VEHICLE	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	7A7C7860-0E29-4EB4-B240-1EBABCD133DB	OTHER	OTHER	NO IMPROPER ACTIONS	OTHER	OTHER	DARK CLOTHING	No	NO APPARENT INJURY	NONE	OTHER	UNKNOWN
MCP3329000S	220046987	Montgomery County Police	Property Damage Crash	2022-10-26T12:41:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	UNKNOWN	NONE DETECTED	CDCD7B23-E6D4-4E6E-97F8-8FAED540768F	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	NO APPARENT INJURY	NONE	US (State)	UNKNOWN
MCP3119003W	220046941	Montgomery County Police	Injury Crash	2022-10-26T06:55:00.000	UNKNOWN	PEDESTRIAN	OTHER	RAINING	DUSK	OTHER	NONE DETECTED	NONE DETECTED	AA595B69-9E9E-4B48-B611-B9DFB4E4E688	PEDESTRIAN	Walking to/from school	NOT VISIBLE	OTHER	OTHER	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Other Public Roadway	WET
MCP3191003Q	220046868	Montgomery County Police	Property Damage Crash	2022-10-25T16:45:00.000	UNKNOWN	BICYCLIST	OTHER	CLOUDY	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	A3A099B5-F1EF-4F6A-8828-0C00DABBD104	BICYCLIST	Cross/Enter at Intersection	INATTENTIVE	AT INTERSECTION BUT NO CROSSWALK	OTHER	MIXED CLOTHING	Yes	NO APPARENT INJURY	NONE	Municipality	DRY
MCP9428004S	220046770	Montgomery County Police	Injury Crash	2022-10-25T08:53:00.000	19208 CIRCLE GATE DRIVE(SENECA PLACE APARTMENT LOT)	OTHER CONVEYANCE	STRAIGHT MOVEMENT ANGLE	OTHER	DAYLIGHT	STOP SIGN	NONE DETECTED	NONE DETECTED	9DB65F35-F7E9-4AC0-9C9D-23C2B6265344	OTHER CONVEYANCE	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	OTHER	UNKNOWN
MCP3044005X	220046657	Montgomery County Police	Injury Crash	2022-10-24T16:04:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	32338FCB-5F7D-4A92-994E-7A5AF46329C7	PEDESTRIAN	Cross/Enter not at Intersection	DART DASH	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	LIGHT CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP2001001W	220046566	Montgomery County Police	Fatal Crash	2022-10-23T23:00:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	RAINING	DARK NO LIGHTS	NO CONTROLS	UNKNOWN	UNKNOWN	CE72A092-29BD-46E3-B181-5DFF18C8C285	BICYCLIST	Cross/Enter not at Intersection	OTHER	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	OTHER	UNKNOWN	FATAL INJURY	NONE	Maryland (State)	WET
MCP1227001Q	220046432	Montgomery County Police	Fatal Crash	2022-10-22T20:42:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	UNKNOWN	2E57EF8B-0C02-429D-AF23-902D2A093BE5	PEDESTRIAN	OTHER	OTHER	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	UNKNOWN	FATAL INJURY	NONE	County	DRY
EJ7870005W	220046364	Gaithersburg Police Depar	Injury Crash	2022-10-22T12:38:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	STOP SIGN	UNKNOWN	NONE DETECTED	FB51F8C8-DD01-49A7-AA28-0175D4244078	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	DRY
EJ7852006F	220046268	Gaithersburg Police Depar	Property Damage Crash	2022-10-21T17:49:00.000	104 MAIN STREET	PEDESTRIAN	OTHER	OTHER	DAYLIGHT	OTHER	UNKNOWN	NONE DETECTED	99D584C1-3E7D-4CE5-B7E2-9D6809B7EF3D	PEDESTRIAN	OTHER	INATTENTIVE	OUTSIDE RIGHT OF WAY	NO PED. SIGNAL	REFLECTIVE MATERIAL	Yes	NO APPARENT INJURY	REFLECTIVE CLOTHING	OTHER	UNKNOWN
DD5607003Y	220046275	Rockville Police Departme	Injury Crash	2022-10-21T15:15:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	UNKNOWN	UNKNOWN	984A58CD-8658-44AE-BF36-D64622887086	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OTHER	OTHER	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	UNKNOWN
MCP31290057	220046225	Montgomery County Police	Injury Crash	2022-10-21T14:10:00.000	PARKING LOT OF USPS 14030 CONNECTICUT AVE, SILVER SPRING MD, 20906	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	9DE5B024-EA1E-4364-8022-3EFD2260964F	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	INSIDE BUILDING	OTHER	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
DD5527004B	220046130	Rockville Police Departme	Injury Crash	2022-10-20T19:27:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	ALCOHOL PRESENT	EC1EB1EB-A1F5-4478-908A-787FA4BBFEA5	PEDESTRIAN	Cross/Enter at Intersection	FAILURE TO YIELD RIGHT OF WAY	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Municipality	DRY
MCP3329000R	220046123	Montgomery County Police	Injury Crash	2022-10-20T19:04:00.000	UNKNOWN	BICYCLIST	HEAD ON LEFT TURN	CLEAR	DARK -- UNKNOWN LIGHTING	OTHER	NONE DETECTED	NONE DETECTED	F4350A95-415C-4FB9-BB47-1CB289C54F30	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP2771001C	220045999	Montgomery County Police	Property Damage Crash	2022-10-20T07:58:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	UNKNOWN	564B8296-F40B-429B-BE30-9B4CB880F365	PEDESTRIAN	Cross/Enter not at Intersection	DART DASH	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	Yes	NO APPARENT INJURY	NONE	Maryland (State)	DRY
MCP1378012F	220045928	Montgomery County Police	Injury Crash	2022-10-19T16:52:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	STOP SIGN	NONE DETECTED	NONE DETECTED	961F1D28-92D8-4D20-81E8-C9312DB122A4	PEDESTRIAN	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP33120028	220045809	Montgomery County Police	Injury Crash	2022-10-19T07:55:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	8A829653-A958-4792-9E41-4C7E9112C936	PEDESTRIAN	Cross/Enter at Intersection	FAILURE TO YIELD RIGHT OF WAY	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	Yes	POSSIBLE INJURY	NONE	County	DRY
MCP2487002S	220045804	Montgomery County Police	Injury Crash	2022-10-19T07:16:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLOUDY	DAWN	NO CONTROLS	NONE DETECTED	UNKNOWN	C9A7101B-E096-4163-A837-50ABCFEE1388	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
MCP2564002V	220045747	Montgomery County Police	Injury Crash	2022-10-18T17:08:00.000	UNKNOWN	OTHER CONVEYANCE	SAME DIRECTION LEFT TURN	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	E47719F6-F7E5-4C9F-A316-F02C76A6FC3E	OTHER CONVEYANCE	Cross/Enter at Intersection	INATTENTIVE	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP2622003D	220045455	Montgomery County Police	Injury Crash	2022-10-17T06:41:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAWN	OTHER	NONE DETECTED	NONE DETECTED	FB041801-52FA-48BC-B770-84C9E7C904E5	PEDESTRIAN	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP2895002L	220045245	Montgomery County Police	Injury Crash	2022-10-15T16:30:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	NONE DETECTED	911D7207-0EF5-4EC1-ADD8-FE2B8ABF2AF2	PEDESTRIAN	Cross/Enter not at Intersection	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
EJ78890032	220045248	Gaithersburg Police Depar	Injury Crash	2022-10-15T16:20:00.000	THE PARKING LOT OF 12130 DARNESTOWN RD GAITHERSBURG MD 20878	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	43C39D7C-9D9E-424C-8EDF-FEFAEFB18923	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	NO PED. SIGNAL	DARK CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP3090006F	220045233	Montgomery County Police	Injury Crash	2022-10-15T14:40:00.000	PARKING LOT OF 438 N FREDERICK AVE. GAITHERSBURG, MD	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	879FEED3-1E44-4ED4-AE72-CD0C6DB0277F	PEDESTRIAN	OTHER	OTHER	OTHER	OTHER	DARK CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
DD56480016	220045225	Rockville Police Departme	Injury Crash	2022-10-15T13:13:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	65D8E158-EEE8-4747-983E-6EDD59DC4070	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	OTHER	No	SUSPECTED MINOR INJURY	NONE	Municipality	DRY
EJ7888002Z	220045189	Gaithersburg Police Depar	Injury Crash	2022-10-15T07:55:00.000	UNKNOWN	OTHER	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	0F2FB106-E69F-4914-81A6-0F74EB3D4FB6	OTHER	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	MC/BIKE HELMET	County	DRY
MCP33420009	220045119	Montgomery County Police	Injury Crash	2022-10-14T18:32:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	ALCOHOL PRESENT	EE675A5C-AE35-4AB1-9381-89535E31068D	PEDESTRIAN	Walking/Riding w/Traffic	DART DASH	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
MCP33120027	220045002	Montgomery County Police	Injury Crash	2022-10-14T09:00:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	173772F5-6D65-4FE9-9669-F0824241D679	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	AT INTERSECTION BUT NO CROSSWALK	OTHER	REFLECTIVE MATERIAL	No	POSSIBLE INJURY	REFLECTIVE CLOTHING	County	WET
DD5653001X	220045117	Rockville Police Departme	Property Damage Crash	2022-10-14T07:30:00.000	UNKNOWN	BICYCLIST	SINGLE VEHICLE	CLOUDY	DAYLIGHT	STOP SIGN	UNKNOWN	UNKNOWN	4E42D942-A912-4DD4-B121-CE958A966F76	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	IN BIKEWAY	OTHER	OTHER	No	NO APPARENT INJURY	MC/BIKE HELMET	Municipality	UNKNOWN
MCP33200013	220044963	Montgomery County Police	Injury Crash	2022-10-13T21:42:00.000	UNKNOWN	PEDESTRIAN	OTHER	RAINING	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	6F1AC3AE-CD28-4B88-BDE0-4EAB0EB95A51	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	WET
MCP3019005B	220044739	Montgomery County Police	Injury Crash	2022-10-12T20:45:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	UNKNOWN	UNKNOWN	3D80BE30-83EA-4DCC-92E2-AA175BE692BC	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
DD5571000B	220044711	Rockville Police Departme	Injury Crash	2022-10-12T17:27:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLOUDY	DAYLIGHT	OTHER	NONE DETECTED	UNKNOWN	D4F6FE8F-30A4-4B1C-8E2C-11D480558CDC	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Municipality	DRY
EJ7873006G	220053209	Gaithersburg Police Depar	Injury Crash	2022-10-12T16:13:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	NONE DETECTED	ACAA98AF-BD33-41D2-9F3E-C87FAA2A7502	BICYCLIST	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	DRIVEWAY ACCESS MARKED CROSSWALK	NO PED. SIGNAL	OTHER	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP2761003T	220044472	Montgomery County Police	Injury Crash	2022-10-11T16:20:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	NONE DETECTED	4F1F54A0-02E2-472F-B39F-9FEADBAB38F7	PEDESTRIAN	Other Working	NO IMPROPER ACTIONS	OTHER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	County	DRY
EJ7895002T	220044439	Gaithersburg Police Depar	Injury Crash	2022-10-11T13:55:00.000	KAISER PERMANENTE PARKING LOT- 655 WATKINS MILL ROAD	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	STOP SIGN	NONE DETECTED	NONE DETECTED	001E0018-D749-4BDF-A781-3B1B34C8BA4F	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OTHER	LIGHT CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP913000D7	220044371	Montgomery County Police	Injury Crash	2022-10-11T05:44:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	B3689CE8-09E5-4133-A5D0-A558CA4EB273	PEDESTRIAN	Cross/Enter at Intersection	DART DASH	ON ROADWAY AT CROSSWALK	DISOBEYED PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
